restaurant_id,restaurant_name,owner_name,city_id,cuisine_type,opening_time,closing_time,average_rating,total_reviews,commission_rate,is_active
1484,Vyas Ltd Restaurant,Vrishti Chandran,28,Street Food,09:00:00,23:00:00,4.2,2245,27.24,0
1485,"Palla, Manda and Madan Restaurant",Chanakya Garde,39,Burger,09:00:00,22:00:00,4.1,3083,28.47,0
1486,Ramachandran-Golla Restaurant,Neha Sood,29,Chinese,08:00:00,23:30:00,3.5,3377,19.4,1
1487,"Datta, Lad and Andra Restaurant",Jonathan Dhar,26,North Indian,08:00:00,22:00:00,4.6,3537,26.86,1
1488,Loke-Bera Restaurant,Zaid Sahota,16,South Indian,08:00:00,23:30:00,3.7,1208,26.69,0
1489,"Shankar, Goswami and Sarna Restaurant",Upadhriti Thakkar,1,Pizza,10:00:00,22:00:00,4.4,1771,21.98,1
1490,Majumdar-Sangha Restaurant,Dalaja Chahal,15,Mughlai,08:00:00,23:00:00,3.6,1758,22.91,0
1491,Ray-Munshi Restaurant,Fariq Bose,36,Fast Food,10:00:00,23:30:00,4.9,632,23.61,1
1492,"Khatri, Chander and Gandhi Restaurant",Frado Mangal,44,Cafe,09:00:00,23:00:00,4.6,1643,17.96,1
1493,"Tailor, Anne and Samra Restaurant",Varsha Tank,32,North Indian,09:00:00,23:00:00,3.2,3729,17.57,1
1494,"Walia, Dash and Ravi Restaurant",Ranveer Amble,38,Burger,08:00:00,23:30:00,3.0,166,24.65,0
1495,"Sandal, Warrior and Pai Restaurant",Brijesh Sen,30,Fast Food,08:00:00,23:00:00,3.1,4390,28.77,0
1496,Viswanathan and Sons Restaurant,Falan Peri,22,Gujarati,08:00:00,22:00:00,3.9,3420,25.85,1
1497,Varkey LLC Restaurant,Pahal Tandon,21,Cafe,09:00:00,23:00:00,3.2,2585,22.41,0
1498,Garde-Prakash Restaurant,Hamsini Krish,26,Fast Food,10:00:00,23:00:00,4.0,1014,27.65,0
1499,"Dalal, Mannan and Mistry Restaurant",Chaaya Lanka,2,Italian,08:00:00,22:00:00,3.3,2664,27.92,1
1500,Agate Ltd Restaurant,Teerth Mody,15,Chinese,08:00:00,22:00:00,4.4,3041,27.24,0
1501,"Varma, Banik and Sheth Restaurant",Dakshesh Parekh,45,Desserts,08:00:00,23:00:00,4.8,372,16.66,1
1502,Sharma LLC Restaurant,Irya Chhabra,5,Fast Food,09:00:00,23:30:00,4.2,3129,19.05,0
1503,Palla Ltd Restaurant,Neelima Pant,9,Maharashtrian,09:00:00,22:00:00,3.3,1232,26.3,1
1504,Chaudhuri Group Restaurant,Rudra Chad,41,Biryani,10:00:00,22:00:00,4.0,1990,23.67,1
1505,"Varkey, Dube and Roy Restaurant",Vinaya Amble,18,Pizza,10:00:00,23:00:00,3.5,2181,26.49,0
1506,Krishna and Sons Restaurant,Megha Prasad,23,Mughlai,08:00:00,23:30:00,4.3,1706,25.42,0
1507,Patla-Sangha Restaurant,Amruta Chopra,32,North Indian,08:00:00,22:00:00,4.3,3855,27.28,0
1508,Sarna-Edwin Restaurant,Irya Saraf,32,South Indian,09:00:00,22:00:00,4.6,4342,22.71,1
1509,Parmer Ltd Restaurant,Indrajit Gupta,49,Fast Food,10:00:00,23:00:00,4.3,4152,16.58,0
1510,Baria-Deol Restaurant,Oviya Narula,15,Street Food,09:00:00,23:00:00,5.0,4226,18.05,1
1511,Dyal Ltd Restaurant,Varenya Lata,13,South Indian,09:00:00,23:00:00,3.3,2536,29.27,0
1512,Sama Group Restaurant,Joshua Nair,10,Biryani,08:00:00,23:30:00,3.2,155,28.41,0
1513,Thaker-Ramachandran Restaurant,Imaran Chokshi,18,North Indian,09:00:00,23:30:00,4.1,2903,18.98,0
1514,Date and Sons Restaurant,Xiti Arya,23,Burger,08:00:00,22:00:00,3.8,3549,22.62,0
1515,"Khalsa, Ben and Oommen Restaurant",Abhiram Saraf,29,Fast Food,09:00:00,22:00:00,3.1,3153,25.98,1
1516,Mann-Manda Restaurant,Fitan Sanghvi,13,Fast Food,08:00:00,23:00:00,3.4,2280,22.94,1
1517,Dua Ltd Restaurant,Zaid Mand,34,Burger,08:00:00,23:30:00,3.1,2059,29.38,0
1518,Lall Ltd Restaurant,Pushti Issac,8,North Indian,08:00:00,23:30:00,3.5,559,22.98,1
1519,Chauhan-Thakkar Restaurant,Ranbir Dixit,15,Street Food,10:00:00,23:30:00,4.4,3230,20.89,0
1520,Dara and Sons Restaurant,Balvan Mahal,47,Desserts,10:00:00,23:00:00,4.0,1421,26.79,1
1521,Dhingra Group Restaurant,Ryan Chand,41,Fast Food,10:00:00,23:30:00,3.6,45,16.41,1
1522,Rai Group Restaurant,Vihaan Kapadia,48,Fast Food,10:00:00,22:00:00,3.3,588,17.5,1
1523,Sandhu-Srinivas Restaurant,Yashvi Sane,30,Chinese,08:00:00,23:30:00,3.9,2756,15.31,1
1524,"Behl, Modi and Choudhary Restaurant",Januja Mand,5,Chinese,10:00:00,22:00:00,4.2,3901,23.75,1
1525,Sahota-Koshy Restaurant,Champak Gopal,16,Biryani,08:00:00,22:00:00,4.6,4667,25.2,1
1526,Acharya Inc Restaurant,Simon Mangal,15,Mughlai,10:00:00,22:00:00,4.5,789,16.5,1
1527,Mammen-Chaudhuri Restaurant,Qasim Krishnan,29,Biryani,10:00:00,23:00:00,5.0,2128,24.95,1
1528,Patla-Natt Restaurant,Isaac Chatterjee,24,Biryani,08:00:00,23:00:00,3.6,2753,28.37,1
1529,"Arya, De and Narula Restaurant",Janaki Wadhwa,8,Fast Food,10:00:00,23:30:00,4.5,189,17.22,1
1530,"Prabhu, Khanna and Majumdar Restaurant",Leena Chahal,15,Gujarati,08:00:00,23:00:00,4.0,2021,23.66,1
1531,De Ltd Restaurant,Benjamin Halder,24,Italian,10:00:00,22:00:00,3.4,3114,24.58,1
1532,Sehgal Inc Restaurant,Hemal Mitra,41,Gujarati,10:00:00,23:00:00,5.0,4336,17.62,1
1533,"Som, Jaggi and Walla Restaurant",Caleb Datta,22,Burger,10:00:00,23:00:00,4.9,2283,19.64,0
1534,Sahota PLC Restaurant,Idika Pau,38,Mughlai,10:00:00,23:00:00,4.7,1027,21.5,1
1535,Dalal-Sarin Restaurant,Vasudha Saini,37,Cafe,09:00:00,23:00:00,3.2,88,22.48,0
1536,"Thakur, Bains and Ganesan Restaurant",Kai Mann,30,Gujarati,08:00:00,23:30:00,4.9,4592,24.96,1
1537,Bhat Ltd Restaurant,Mitali Talwar,32,Fast Food,08:00:00,23:00:00,3.0,355,18.26,0
1538,"Walia, Varghese and Borde Restaurant",Raksha Upadhyay,4,Biryani,09:00:00,22:00:00,3.9,25,15.75,0
1539,Ramakrishnan-Rattan Restaurant,Samuel Gour,23,Street Food,09:00:00,23:30:00,4.3,4613,17.33,0
1540,Dutta PLC Restaurant,Aditya Varghese,46,Fast Food,08:00:00,23:30:00,3.4,4814,28.77,1
1541,Thakur-Vohra Restaurant,Chavvi Kannan,15,North Indian,09:00:00,23:00:00,3.5,3184,21.34,0
1542,Loyal-Dani Restaurant,Udarsh Bath,17,Street Food,09:00:00,23:30:00,3.6,4639,21.54,1
1543,"Khanna, Manne and Baral Restaurant",Arunima Deol,38,Chinese,10:00:00,22:00:00,3.5,3430,23.31,1
1544,Behl-Kothari Restaurant,Jack Agarwal,20,South Indian,09:00:00,23:30:00,4.9,3797,23.19,1
1545,"Palan, Pillay and Nair Restaurant",Aishani Deol,28,South Indian,08:00:00,23:30:00,3.9,2586,22.56,1
1546,Menon-Nair Restaurant,Advaith Parekh,30,Pizza,09:00:00,23:00:00,3.8,3380,21.92,0
1547,Mammen and Sons Restaurant,Amol Yogi,50,Burger,08:00:00,22:00:00,4.2,2497,26.8,1
1548,"Cherian, Raja and Kurian Restaurant",Riya Kannan,9,Maharashtrian,10:00:00,23:30:00,4.8,458,26.33,1
1549,Luthra-Jani Restaurant,Nachiket Sehgal,9,Burger,10:00:00,22:00:00,3.9,4263,21.9,0
1550,Saraf LLC Restaurant,Varenya Chander,6,North Indian,09:00:00,23:30:00,3.2,4888,16.46,1
1551,Golla-Sharaf Restaurant,Patrick Gulati,37,Biryani,10:00:00,23:00:00,4.7,1014,26.11,0
1552,"Swaminathan, Gole and Manda Restaurant",Dayita Gaba,45,Italian,10:00:00,22:00:00,4.1,4077,17.05,0
1553,Ramesh Ltd Restaurant,Ekaraj Dhar,20,Gujarati,09:00:00,23:30:00,5.0,72,27.08,0
1554,Sandhu and Sons Restaurant,Neha Chaudhry,8,South Indian,08:00:00,22:00:00,4.2,1011,22.8,0
1555,"Vyas, Devan and Arora Restaurant",Krishna Rajagopalan,14,South Indian,09:00:00,22:00:00,4.7,3655,20.86,0
1556,Choudhary Inc Restaurant,Kevin Kothari,20,Burger,09:00:00,22:00:00,4.6,4498,18.9,1
1557,Loyal and Sons Restaurant,Aditya Cherian,43,Maharashtrian,08:00:00,23:00:00,3.3,197,17.77,0
1558,"Nigam, Chada and Jain Restaurant",Varsha Sawhney,11,Mughlai,10:00:00,23:30:00,4.1,3920,22.21,1
1559,Mohanty LLC Restaurant,Mohammed Kohli,43,South Indian,10:00:00,23:00:00,3.7,2274,20.87,0
1560,Loke Ltd Restaurant,Ansh Basu,30,Burger,09:00:00,22:00:00,3.1,3764,16.8,1
1561,Minhas Inc Restaurant,Lucky Agarwal,1,Maharashtrian,09:00:00,22:00:00,4.3,3661,15.64,1
1562,Bajwa and Sons Restaurant,Lekha Din,9,Biryani,10:00:00,23:00:00,3.6,1316,20.37,0
1563,Mangat-Kara Restaurant,Isaiah Swamy,23,Street Food,10:00:00,23:30:00,3.8,534,17.62,0
1564,Choudhary and Sons Restaurant,Baghyawati Parikh,23,Gujarati,10:00:00,23:30:00,3.7,1167,19.18,1
1565,Nath Inc Restaurant,Frado Bassi,26,South Indian,10:00:00,23:00:00,3.8,3884,24.09,0
1566,"Dora, Gokhale and Sangha Restaurant",Pratyush Sandal,37,Punjabi,10:00:00,23:30:00,4.1,1080,25.47,1
1567,Mitra PLC Restaurant,Ijaya Chawla,38,Maharashtrian,09:00:00,22:00:00,3.1,1323,18.48,0
1568,Tata-Pillay Restaurant,Faraj Agate,32,Street Food,10:00:00,23:00:00,3.6,1916,29.72,0
1569,Din LLC Restaurant,Madhavi Sekhon,7,Street Food,08:00:00,23:30:00,4.8,3461,28.84,0
1570,"Sridhar, Bhavsar and Chowdhury Restaurant",Arya Dhillon,40,Fast Food,08:00:00,22:00:00,4.7,617,21.62,1
1571,Naidu and Sons Restaurant,Lekha Pandit,39,Gujarati,08:00:00,22:00:00,3.6,3702,20.66,0
1572,Talwar-Samra Restaurant,Odika Nath,13,Fast Food,09:00:00,23:00:00,4.4,1867,18.02,0
1573,Korpal Group Restaurant,Widisha Yohannan,28,Desserts,10:00:00,22:00:00,3.2,218,24.44,0
1574,"Tailor, Walia and Yadav Restaurant",Leena Chacko,14,North Indian,08:00:00,22:00:00,3.7,3362,23.52,0
1575,"Sama, Vyas and Kanda Restaurant",Wahab Pathak,22,Chinese,10:00:00,23:30:00,4.9,4346,22.44,0
1576,Jani Inc Restaurant,Urvi Deol,37,Desserts,09:00:00,23:30:00,3.7,4596,27.8,0
1577,Bhasin LLC Restaurant,Liam Menon,29,Burger,10:00:00,23:00:00,4.7,4682,16.17,1
1578,Dhawan-Sama Restaurant,Shivansh Kapur,7,South Indian,09:00:00,22:00:00,3.1,4448,19.96,0
1579,Devi Inc Restaurant,Krishna Bal,19,Street Food,09:00:00,23:00:00,4.4,576,28.09,0
1580,"Samra, Prabhu and Bhagat Restaurant",Ethan Sood,19,South Indian,10:00:00,23:30:00,3.5,4261,28.98,1
1581,"Dugar, Balan and Din Restaurant",Lohit Brar,26,Maharashtrian,08:00:00,23:30:00,4.4,928,23.74,1
1582,Bose Inc Restaurant,Mason Gopal,42,North Indian,08:00:00,23:00:00,3.8,1662,20.02,0
1583,Dey-Wable Restaurant,Upma Sabharwal,9,Italian,10:00:00,23:30:00,3.7,530,18.53,0
1584,"Nazareth, Sawhney and Arya Restaurant",Indrajit Dugal,37,Street Food,10:00:00,23:30:00,4.7,309,20.19,0
1585,Balay PLC Restaurant,Yahvi Dyal,27,Maharashtrian,10:00:00,23:30:00,4.9,4537,22.18,0
1586,Randhawa Group Restaurant,Aarna Thaker,18,Punjabi,08:00:00,22:00:00,3.1,4178,18.38,1
1587,Karan-Sampath Restaurant,Anita Chanda,28,Biryani,09:00:00,22:00:00,3.0,473,15.4,0
1588,"Purohit, Dass and Kakar Restaurant",Daksh Kanda,35,Maharashtrian,09:00:00,23:30:00,4.4,168,23.29,0
1589,Gour-Brahmbhatt Restaurant,Vansha Munshi,25,Cafe,09:00:00,23:30:00,3.3,3516,23.24,0
1590,"Ravel, Rai and Gala Restaurant",Kamya Samra,29,South Indian,10:00:00,23:00:00,3.7,2830,21.55,0
1591,Madan Inc Restaurant,Faras Patil,16,Italian,08:00:00,23:30:00,3.0,3403,26.21,0
1592,"Nayak, Bala and Khatri Restaurant",Nicholas Chhabra,1,Desserts,10:00:00,22:00:00,4.6,647,15.85,1
1593,Kakar PLC Restaurant,Dayamai Guha,12,Fast Food,08:00:00,23:00:00,3.7,2020,29.97,0
1594,"Jaggi, Bali and Khosla Restaurant",Frederick Basu,39,Burger,09:00:00,23:30:00,3.2,649,16.15,0
1595,"Sule, Bath and Bava Restaurant",Girik More,32,Punjabi,10:00:00,23:00:00,4.8,1824,21.65,1
1596,Parikh LLC Restaurant,Xiti Hayer,24,Cafe,10:00:00,23:00:00,4.7,2020,22.9,1
1597,Raman-Parekh Restaurant,Gunbir Narula,21,Punjabi,10:00:00,23:30:00,3.2,2859,28.51,1
1598,Thakur-Chaudhuri Restaurant,Arjun Raja,18,South Indian,08:00:00,22:00:00,4.7,4287,18.46,0
1599,Barad-Mannan Restaurant,Max Sheth,8,Pizza,10:00:00,22:00:00,3.1,1945,25.48,1
1600,Chander Ltd Restaurant,Tanveer Dhaliwal,8,North Indian,09:00:00,22:00:00,3.5,4838,20.76,0
1601,"Dyal, Thaker and Varty Restaurant",Sara Deep,4,Fast Food,10:00:00,23:00:00,4.0,3154,20.77,0
1602,Mannan-Parsa Restaurant,Balveer Ram,15,Italian,09:00:00,22:00:00,4.3,4382,15.78,1
1603,Joshi PLC Restaurant,Michael Tank,3,Mughlai,09:00:00,22:00:00,4.8,2774,28.84,1
1604,Aurora and Sons Restaurant,Gagan Tara,49,Maharashtrian,08:00:00,22:00:00,3.7,3575,27.99,0
1605,Sha LLC Restaurant,Chakrika Edwin,7,Mughlai,09:00:00,23:30:00,4.9,2374,27.88,1
1606,Mammen PLC Restaurant,Ira Chakraborty,28,Maharashtrian,10:00:00,23:30:00,4.5,2150,17.44,1
1607,Gola Ltd Restaurant,Aarna Solanki,30,Punjabi,08:00:00,22:00:00,4.8,2319,26.99,1
1608,Sathe-Dey Restaurant,Vinaya Baral,6,Italian,10:00:00,23:00:00,3.7,3252,15.58,1
1609,Mangat-Rattan Restaurant,Kai Sastry,24,Fast Food,10:00:00,23:00:00,4.6,5000,15.19,1
1610,Vala-Murthy Restaurant,Fiyaz Sachdev,37,Gujarati,09:00:00,23:00:00,4.7,3655,21.94,1
1611,"Sengupta, Lall and Basak Restaurant",Yash Anand,1,Biryani,08:00:00,23:00:00,4.0,4579,18.27,0
1612,Cheema LLC Restaurant,Nathan Rastogi,38,South Indian,09:00:00,23:30:00,4.1,544,21.61,1
1613,Kapoor Group Restaurant,Girik Palla,50,Cafe,09:00:00,23:00:00,4.7,1062,18.41,0
1614,Sidhu-Warrior Restaurant,Ikbal Chada,10,Desserts,10:00:00,23:30:00,3.1,957,24.82,0
1615,Chokshi Group Restaurant,Ryan Ratti,44,Mughlai,09:00:00,23:30:00,3.6,4553,25.76,0
1616,Bhattacharyya-Nadig Restaurant,Vedika Kala,46,Fast Food,09:00:00,22:00:00,4.4,2914,23.11,0
1617,"Soni, Contractor and Mallick Restaurant",Balvan Dugal,39,Italian,09:00:00,22:00:00,3.2,3655,16.7,0
1618,Dhingra-Kala Restaurant,Azad Rai,16,Italian,09:00:00,23:30:00,3.7,3427,16.07,1
1619,Pathak Group Restaurant,Tanay Bhagat,19,Chinese,08:00:00,23:00:00,4.2,2971,20.02,1
1620,Bajaj Ltd Restaurant,Anamika Krishnan,42,Pizza,09:00:00,23:00:00,4.2,1333,20.52,1
1621,"Goda, Chacko and Dhar Restaurant",Anusha Ravel,10,Street Food,10:00:00,22:00:00,3.2,1752,27.12,1
1622,Misra Ltd Restaurant,Oni Vohra,14,Burger,10:00:00,22:00:00,4.3,1249,20.72,0
1623,Lad and Sons Restaurant,George Sangha,5,Street Food,08:00:00,23:30:00,4.0,4725,24.45,1
1624,Mishra-Gala Restaurant,Ikshita Saini,35,Punjabi,08:00:00,23:30:00,4.6,4993,22.08,1
1625,Soman-Wason Restaurant,Rajeshri Pant,21,Fast Food,08:00:00,23:30:00,3.6,2019,19.93,1
1626,"Ramachandran, Anne and Issac Restaurant",Maanav Naik,15,Biryani,09:00:00,23:30:00,4.9,1994,21.68,1
1627,"Nadig, Atwal and Dora Restaurant",Manbir Tata,24,South Indian,09:00:00,23:30:00,4.0,2987,24.8,0
1628,Comar-Ray Restaurant,Aarush Seshadri,29,Cafe,09:00:00,22:00:00,4.1,1046,28.89,0
1629,Sengupta Ltd Restaurant,Balhaar Kamdar,50,Street Food,09:00:00,23:30:00,4.2,1151,24.08,1
1630,"Guha, Salvi and Ganesan Restaurant",Tarak Pall,22,Pizza,08:00:00,22:00:00,3.8,4157,29.75,1
1631,Halder Ltd Restaurant,Kamala Patla,41,Street Food,08:00:00,22:00:00,4.8,147,17.5,1
1632,Mittal LLC Restaurant,Xalak Shah,17,Cafe,10:00:00,23:30:00,4.9,847,16.9,0
1633,Roy-Pandey Restaurant,Pooja Virk,28,North Indian,10:00:00,22:00:00,5.0,1104,22.72,1
1634,Comar-Goda Restaurant,Priya Prakash,28,Pizza,08:00:00,23:00:00,4.4,1997,25.68,0
1635,Gaba PLC Restaurant,Lakshmi Mane,22,Street Food,09:00:00,23:30:00,4.2,902,29.91,0
1636,"Sarkar, Mander and Chaudhary Restaurant",Hemang Chakraborty,5,Punjabi,09:00:00,23:00:00,4.8,3704,26.11,1
1637,"Babu, Sabharwal and Chawla Restaurant",Harish Sawhney,19,Cafe,09:00:00,23:30:00,3.3,1522,25.86,0
1638,"Bali, Mann and Salvi Restaurant",Udant Sha,10,Street Food,08:00:00,23:30:00,4.2,3735,20.69,1
1639,"Raj, Contractor and Hayre Restaurant",Jeet Panchal,12,Mughlai,10:00:00,23:30:00,3.6,813,18.48,1
1640,Sachar-Randhawa Restaurant,Kavya Kapur,22,North Indian,10:00:00,23:30:00,4.8,4769,22.62,1
1641,"Mander, Loyal and Lalla Restaurant",Oeshi Khurana,19,Pizza,09:00:00,23:00:00,4.5,1193,15.63,0
1642,Sachdeva Inc Restaurant,Atharv Dube,28,Mughlai,09:00:00,23:30:00,4.8,2595,16.49,1
1643,Venkataraman-Nadkarni Restaurant,Onkar Sani,11,South Indian,09:00:00,23:00:00,4.0,1852,28.28,1
1644,Raman and Sons Restaurant,Charan Sanghvi,17,Maharashtrian,08:00:00,22:00:00,4.3,1175,16.44,0
1645,Ramakrishnan Ltd Restaurant,Neha Nadkarni,2,Maharashtrian,08:00:00,23:30:00,4.1,1618,15.1,0
1646,"Dutt, Sarkar and Kashyap Restaurant",Jonathan Thaman,24,Italian,09:00:00,23:30:00,3.9,3664,22.81,1
1647,Ramanathan Ltd Restaurant,Nathan Naidu,19,Street Food,08:00:00,23:30:00,4.4,1002,21.67,1
1648,Chander Inc Restaurant,Rajeshri Apte,32,Fast Food,08:00:00,22:00:00,5.0,974,29.53,0
1649,"Dua, Bala and Brar Restaurant",Aryan De,48,Cafe,08:00:00,23:30:00,3.1,1303,22.61,1
1650,Parmar-Grover Restaurant,Tristan Mishra,30,Gujarati,10:00:00,23:30:00,4.3,626,25.6,1
1651,Wason and Sons Restaurant,Abha Behl,3,Burger,08:00:00,23:30:00,4.6,2621,17.86,0
1652,Butala-Dhawan Restaurant,Harshil Choudhry,41,Gujarati,08:00:00,22:00:00,3.3,3101,28.08,0
1653,Das-Chhabra Restaurant,Barkha Lala,44,Italian,09:00:00,23:00:00,3.3,1552,26.0,1
1654,Chander Inc Restaurant,Janaki Johal,9,Italian,10:00:00,22:00:00,4.9,1774,15.05,0
1655,Chaudhuri-Swaminathan Restaurant,Odika Borah,32,Mughlai,10:00:00,22:00:00,4.4,337,21.27,1
1656,Bose-Kade Restaurant,Keya Murthy,40,Burger,10:00:00,23:30:00,3.5,2876,22.26,0
1657,"Seshadri, Dyal and Gole Restaurant",Advaith Gokhale,20,Desserts,08:00:00,23:00:00,4.3,4035,26.95,1
1658,"Balay, Dalal and Oza Restaurant",Veda Ahluwalia,39,Pizza,10:00:00,23:00:00,3.6,1813,16.69,1
1659,Vig Ltd Restaurant,Jairaj Hans,27,Biryani,09:00:00,22:00:00,4.3,968,17.64,1
1660,"Balan, Wason and Bajaj Restaurant",Tarak Patla,43,South Indian,09:00:00,23:30:00,3.8,1069,26.61,1
1661,Kalla Inc Restaurant,Lakshit Kannan,32,Maharashtrian,09:00:00,23:30:00,3.5,2403,19.02,0
1662,Date LLC Restaurant,Vasatika Iyengar,27,North Indian,10:00:00,23:00:00,3.5,2621,21.17,1
1663,Pall Ltd Restaurant,Unni Tandon,28,Burger,09:00:00,22:00:00,3.5,1813,20.1,0
1664,Vala-Ratta Restaurant,Zashil Ghose,20,Biryani,09:00:00,22:00:00,4.1,1384,23.04,0
1665,Mand Group Restaurant,Devika Gandhi,40,Maharashtrian,09:00:00,22:00:00,4.2,183,29.25,0
1666,Sura Group Restaurant,Pallavi Magar,25,South Indian,10:00:00,23:00:00,4.8,4549,15.95,0
1667,Chokshi-Rajagopal Restaurant,Ryan Pandit,34,Italian,09:00:00,23:30:00,3.4,1306,27.57,1
1668,Bhatt-Sengupta Restaurant,Bahadurjit Vaidya,46,Italian,09:00:00,22:00:00,4.8,2735,21.2,0
1669,Rout-Memon Restaurant,Mitali Balan,1,North Indian,08:00:00,23:30:00,3.2,3279,26.87,0
1670,Gole LLC Restaurant,Quincy Parmar,11,Fast Food,09:00:00,22:00:00,3.5,2045,15.51,0
1671,Bora and Sons Restaurant,Kamya Dhillon,25,Gujarati,09:00:00,22:00:00,4.6,2231,27.93,0
1672,Das-Andra Restaurant,Advay Narasimhan,5,Mughlai,10:00:00,23:30:00,4.5,3422,15.3,0
1673,Shroff PLC Restaurant,Viraj Bhatti,7,Punjabi,10:00:00,23:00:00,3.4,4981,27.89,1
1674,Mander-Kala Restaurant,Harshil Mall,28,Mughlai,10:00:00,22:00:00,3.6,3779,18.04,1
1675,"Borde, Sama and Saran Restaurant",Ekaja Hora,42,Maharashtrian,09:00:00,23:00:00,3.6,782,18.33,1
1676,Bawa Group Restaurant,Chakradhar Maharaj,36,Fast Food,09:00:00,23:00:00,4.8,4388,22.6,1
1677,Dar-Dash Restaurant,Onveer Narain,2,Biryani,10:00:00,23:00:00,4.9,4497,25.72,1
1678,"Rajagopal, Khalsa and Bail Restaurant",Andrew Agrawal,15,Maharashtrian,08:00:00,23:00:00,4.5,3682,20.55,0
1679,Mane-Deep Restaurant,Balhaar Walla,42,Fast Food,09:00:00,22:00:00,4.6,705,16.43,0
1680,"Baral, Nazareth and Babu Restaurant",Upma Chandran,14,Desserts,09:00:00,23:30:00,3.5,1177,21.05,1
1681,Mitra-Maharaj Restaurant,Hiral Ratta,34,Punjabi,10:00:00,22:00:00,3.1,4062,18.78,1
1682,Munshi Group Restaurant,Maya Misra,48,Pizza,08:00:00,22:00:00,3.6,4651,23.98,0
1683,"Sha, Tak and Dara Restaurant",Harshil Balakrishnan,18,Punjabi,08:00:00,23:30:00,4.6,4489,22.5,0
1684,Batta Inc Restaurant,Henry Naidu,21,Biryani,10:00:00,23:00:00,4.0,687,28.82,1
1685,"Sarin, Kara and Garde Restaurant",Rayaan Pillay,45,South Indian,09:00:00,22:00:00,4.5,1347,22.8,0
1686,"Ahluwalia, Ben and Lad Restaurant",Indrajit Bava,11,Italian,09:00:00,22:00:00,3.1,3494,22.43,1
1687,Borde-Lalla Restaurant,Ladli Madan,9,Punjabi,10:00:00,23:00:00,3.8,2450,16.76,1
1688,"Garde, Devi and Sharma Restaurant",Jonathan Nagar,47,Street Food,10:00:00,23:00:00,4.0,3064,23.46,0
1689,Sachdev Ltd Restaurant,Jason Vig,10,Fast Food,10:00:00,23:30:00,3.4,3061,22.79,1
1690,"Khosla, Sridhar and Suri Restaurant",Ekanta Subramanian,31,Biryani,08:00:00,23:00:00,4.9,1128,17.46,1
1691,Chanda LLC Restaurant,Fitan Pandit,1,Pizza,09:00:00,22:00:00,3.3,569,29.9,0
1692,"Kibe, Jha and Brahmbhatt Restaurant",Warda Bhasin,20,Punjabi,08:00:00,22:00:00,4.4,4425,21.88,0
1693,Arya Ltd Restaurant,Upadhriti Rajan,4,Maharashtrian,09:00:00,23:30:00,3.3,2890,24.55,0
1694,Sura Inc Restaurant,Sathvik Wable,23,Gujarati,08:00:00,22:00:00,3.5,3511,23.77,1
1695,"Munshi, Muni and Setty Restaurant",Yamini Cherian,24,Maharashtrian,09:00:00,23:00:00,4.1,1679,16.16,0
1696,Kanda LLC Restaurant,Sneha Varghese,7,Punjabi,08:00:00,23:00:00,3.4,4637,16.53,1
1697,Ratta and Sons Restaurant,Arunima Sampath,22,Maharashtrian,10:00:00,23:30:00,3.6,3898,18.14,0
1698,Mohanty PLC Restaurant,Manan Shenoy,15,Italian,08:00:00,23:30:00,3.3,1370,22.13,0
1699,Choudhary and Sons Restaurant,Triveni Grover,21,South Indian,08:00:00,22:00:00,4.0,3621,21.38,1
1700,Balakrishnan-Soni Restaurant,Indira Lanka,21,Fast Food,10:00:00,22:00:00,3.5,3241,20.66,1
1701,Chad LLC Restaurant,Simon Dora,46,Biryani,09:00:00,23:00:00,4.7,2616,22.96,0
1702,Thakkar-Sankar Restaurant,Chatresh Sastry,11,Gujarati,09:00:00,23:30:00,3.3,3601,23.41,1
1703,Pingle-Chaudhari Restaurant,Lavanya Sami,45,Cafe,09:00:00,23:30:00,3.2,3586,24.78,0
1704,Menon and Sons Restaurant,Patrick Majumdar,2,Desserts,09:00:00,23:00:00,4.5,2854,25.93,0
1705,"Tak, Venkataraman and Sant Restaurant",Chandresh Kothari,40,Mughlai,08:00:00,23:00:00,3.7,107,17.94,1
1706,Kanda Inc Restaurant,Balendra Lata,34,Italian,08:00:00,23:30:00,3.6,790,28.67,1
1707,Bhatti PLC Restaurant,Anya Kara,33,Street Food,08:00:00,23:30:00,3.5,2272,24.63,1
1708,"Ravel, Ramanathan and Ramaswamy Restaurant",Thomas Loyal,3,Punjabi,10:00:00,23:00:00,3.5,488,29.57,0
1709,Jha-Garg Restaurant,Idika Mani,46,Street Food,09:00:00,23:30:00,4.3,4036,17.61,0
1710,"Mani, Aggarwal and Chandra Restaurant",Yahvi Sood,3,Pizza,08:00:00,23:30:00,4.8,1274,25.58,0
1711,"Mody, Khare and Garde Restaurant",Ekaraj Ganesan,9,South Indian,09:00:00,22:00:00,3.1,530,19.71,1
1712,Natarajan Group Restaurant,Agastya Som,13,Gujarati,10:00:00,23:30:00,3.0,2612,28.47,0
1713,Natt-Bail Restaurant,Aishani Bose,38,Punjabi,09:00:00,23:30:00,3.0,3322,21.25,0
1714,Andra PLC Restaurant,Urvi Agarwal,5,Italian,10:00:00,22:00:00,4.5,707,17.59,0
1715,Kota-Sodhi Restaurant,Chakradev Badal,18,Maharashtrian,08:00:00,23:30:00,4.0,1436,24.53,0
1716,"Mannan, Kari and Vohra Restaurant",Manan Chandra,20,Fast Food,10:00:00,23:00:00,3.2,3839,23.52,0
