partner_id,name,phone,city_id,joining_date,vehicle_type,average_rating,total_deliveries,is_active,gender,age
2932,Sudiksha Hora,9576866213,13,2026-03-20,Bicycle,4.9,929,1,Female,39
2933,Nicholas Parmer,9194845422,15,2024-09-19,Scooter,4.2,4427,1,Male,43
2934,Pahal Chaudhuri,9330591541,27,2026-07-07,Bike,3.8,211,0,Female,35
2935,Hemang Pandya,9110967451,42,2023-07-11,Bike,4.9,11801,0,Male,46
2936,Ishwar Ratti,9590504173,2,2025-10-15,Scooter,4.0,17111,0,Male,20
2937,Ekavir Khalsa,9426787032,10,2023-05-29,Scooter,4.8,5938,0,Male,22
2938,Ekiya Varty,9171899354,12,2025-05-02,Scooter,4.2,6485,0,Female,45
2939,Ekaraj Dar,9127596373,39,2022-03-01,Scooter,3.8,18897,0,Male,31
2940,Niharika Jha,9310886230,34,2025-03-29,Bicycle,4.5,16299,0,Female,20
2941,Kai Bal,9038180364,8,2026-03-21,Bike,4.1,11433,1,Male,27
2942,Charita Barad,9021824140,12,2026-03-12,Bicycle,3.5,6210,1,Female,33
2943,Vanya Bath,9284616878,9,2025-05-10,Bicycle,4.1,11642,0,Female,33
2944,George Bhatt,9499970320,11,2023-12-13,Bike,4.5,14606,0,Male,30
2945,Nachiket Tandon,9433442106,1,2024-08-21,Scooter,4.0,15621,0,Male,40
2946,Arin Bail,9460104131,9,2023-07-24,Bike,4.1,2954,1,Male,20
2947,Rajeshri Nath,9794207223,26,2024-08-09,Bike,4.9,18162,1,Female,20
2948,Vincent De,9176189898,25,2025-10-16,Bicycle,4.2,4058,0,Male,30
2949,Xalak Sampath,9775138771,3,2022-08-30,Bike,3.5,4185,0,Female,43
2950,Brijesh Walia,9939720487,23,2023-06-24,Bicycle,4.8,18241,0,Male,53
2951,Laksh Patel,9194558681,46,2025-06-12,Bike,4.9,16254,1,Male,34
2952,Meera Comar,9880796403,50,2022-06-23,Scooter,4.2,10727,1,Female,34
2953,Xavier Nagar,9859391853,10,2024-11-22,Bike,5.0,7200,0,Male,27
2954,Amol Pathak,9449339271,46,2026-05-11,Bicycle,3.5,3577,1,Male,34
2955,Jeremiah Balasubramanian,9638567020,23,2025-07-19,Bicycle,5.0,18649,0,Male,29
2956,Peter Hegde,9784205555,47,2023-06-06,Scooter,4.1,12454,0,Male,39
2957,Kiaan Mandal,9078967788,24,2026-02-21,Bicycle,3.6,12866,0,Male,48
2958,Ekansh Cherian,9007204094,5,2025-10-09,Bicycle,3.7,1916,1,Male,43
2959,Diya Ghose,9461757804,18,2022-05-16,Bike,4.7,306,1,Female,38
2960,Nachiket Sane,9671864426,36,2022-08-21,Scooter,4.7,18505,1,Male,27
2961,Mason Tank,9049867110,43,2022-07-25,Bike,3.8,12727,0,Male,43
2962,Viraj Atwal,9332570443,33,2021-10-24,Scooter,4.5,7611,1,Male,41
2963,Krisha Desai,9466899749,5,2022-01-27,Scooter,4.6,15702,0,Female,41
2964,Barkha Lal,9381779989,17,2026-06-11,Bicycle,3.6,5810,0,Female,41
2965,Kalpit Raval,9924704811,28,2023-03-13,Bicycle,3.9,2639,1,Male,39
2966,Charita Vaidya,9643231456,18,2024-09-22,Bike,4.4,3092,1,Female,55
2967,David Ganesan,9759170034,38,2023-08-16,Scooter,4.2,16374,1,Male,29
2968,Krishna Hora,9256740536,31,2022-09-27,Bike,4.7,695,1,Male,28
2969,Chandani Dubey,9311541119,11,2021-10-17,Bicycle,3.5,16357,0,Female,26
2970,Akshay Raghavan,9071369300,10,2024-08-18,Scooter,3.6,6712,0,Male,45
2971,Hema Borra,9442673538,30,2023-10-28,Bicycle,4.3,14973,1,Female,20
2972,Nisha Samra,9116159994,14,2023-11-12,Bike,3.7,16174,1,Female,32
2973,Samuel Chada,9845537582,39,2024-12-24,Bike,3.7,12859,0,Male,47
2974,Raksha Bhasin,9814994023,45,2022-09-13,Bicycle,4.9,17623,1,Female,52
2975,Prisha Prabhakar,9935803528,23,2025-12-20,Bike,4.8,6915,1,Female,30
2976,Om Bala,9750781973,39,2024-08-19,Bike,4.4,12624,1,Male,37
2977,Manan Deep,9524777744,2,2023-11-22,Bicycle,4.5,19047,1,Male,29
2978,Kevin Korpal,9046400606,8,2026-05-26,Bike,3.6,4066,0,Male,40
2979,Robert Mishra,9862755377,50,2023-07-03,Scooter,4.2,12490,1,Male,36
2980,Mohini Raghavan,9091210407,19,2022-11-26,Scooter,3.5,1736,0,Female,26
2981,Lajita Pandya,9396016099,36,2023-06-17,Scooter,4.1,10231,1,Female,49
2982,Lajita Sidhu,9079262517,20,2024-02-02,Bicycle,4.2,14850,1,Female,23
2983,Diya Ramesh,9032503943,13,2025-11-21,Scooter,4.8,14079,0,Female,34
2984,Lila Dubey,9789523617,3,2023-10-26,Bike,4.1,11667,1,Female,32
2985,Lekha Nayar,9495957812,13,2025-05-19,Bike,4.4,12752,1,Female,54
2986,Darika Tailor,9427183224,40,2021-10-07,Bike,4.9,14563,0,Female,25
2987,Jalsa Joshi,9627617640,9,2023-12-02,Bicycle,4.5,7398,1,Female,31
2988,Liam Ramachandran,9551128638,45,2022-03-29,Scooter,4.4,360,0,Male,41
2989,Adweta Palla,9022892074,8,2024-06-11,Bike,4.3,15260,1,Female,31
2990,Hamsini Vora,9276774239,20,2023-05-10,Bike,5.0,10389,1,Female,51
2991,Libni Kalla,9373278396,40,2026-06-27,Scooter,4.0,9330,1,Female,45
2992,Balveer Padmanabhan,9100260772,20,2022-02-21,Scooter,4.6,9673,0,Male,37
2993,Indali Krishnamurthy,9869653715,5,2024-08-06,Scooter,4.4,13060,0,Female,33
2994,Kritika Choudhury,9052089831,18,2026-04-18,Bicycle,4.2,7519,1,Female,44
2995,Janya Balasubramanian,9950793377,2,2023-07-03,Bicycle,4.6,18494,0,Female,27
2996,Dhruv Soni,9341485027,4,2024-09-27,Bicycle,4.0,13866,0,Male,48
2997,Falan Sabharwal,9800907220,37,2026-05-03,Bicycle,4.7,17217,1,Male,24
2998,Brijesh Dugar,9189452395,11,2026-06-01,Bike,5.0,18810,1,Male,26
2999,Anirudh Deep,9331599875,45,2022-07-18,Bike,3.7,15787,0,Male,48
3000,Radha Sehgal,9903230888,20,2022-01-18,Bicycle,4.0,9506,1,Female,41
3001,Aadhya Mandal,9175024130,31,2021-12-19,Bicycle,3.7,4217,0,Female,33
3002,Siddharth Tak,9587558509,3,2024-06-12,Scooter,3.9,14283,1,Male,42
3003,Max Nayak,9049723669,10,2024-01-16,Bicycle,4.4,18665,0,Male,19
3004,Devansh Sehgal,9286518142,48,2021-11-25,Scooter,3.7,3861,0,Male,47
3005,Jeevika Madan,9504621764,26,2023-03-18,Scooter,4.3,19593,1,Female,30
3006,Isha Mangat,9166740788,38,2025-02-18,Scooter,4.4,15545,0,Female,53
3007,Zinal Murty,9749110667,6,2022-11-07,Bicycle,4.4,2353,1,Female,41
3008,Mohini Chand,9879397895,13,2023-05-30,Scooter,4.5,13094,1,Female,32
3009,Warjas Ben,9124931645,5,2026-01-01,Bike,4.9,18146,1,Male,21
3010,Kai Koshy,9780470407,19,2023-04-11,Bike,3.8,13449,0,Male,26
3011,Orinder Bir,9875692692,16,2021-12-28,Bike,4.0,9692,0,Male,34
3012,Gauri Singh,9357125672,14,2022-03-07,Bicycle,3.7,9971,0,Female,46
3013,Kritika Agrawal,9085789591,33,2024-09-09,Bicycle,4.5,13084,0,Female,20
3014,Ekta Mody,9256600980,46,2024-05-27,Bicycle,4.8,18747,1,Female,42
3015,Hitesh Reddy,9903034136,10,2024-06-11,Bicycle,3.6,16067,1,Male,36
3016,Dev Varma,9568499770,30,2025-10-21,Scooter,3.8,1330,1,Male,31
3017,Unni Basu,9074614337,4,2021-10-31,Bike,3.8,12113,0,Female,28
3018,Liam Buch,9744368716,36,2023-08-05,Bicycle,4.9,13932,1,Male,39
3019,Tejas Grewal,9157740545,29,2025-10-31,Scooter,4.6,5325,0,Male,30
3020,Tanish Dara,9824874142,34,2025-09-22,Bike,4.4,7760,0,Male,26
3021,Jackson Bhatt,9419887263,9,2023-10-06,Scooter,4.1,3632,0,Male,31
3022,Benjamin Dyal,9233998215,15,2026-05-10,Bike,3.8,8411,1,Male,47
3023,Advika Shenoy,9132044845,5,2025-02-19,Bicycle,4.5,14117,1,Female,41
3024,Wyatt Bobal,9541766045,29,2025-02-12,Scooter,3.7,15775,1,Male,38
3025,Brijesh Chaudhary,9645767765,48,2025-08-06,Bike,3.8,12230,0,Male,21
3026,Reyansh Rattan,9476085208,12,2024-06-22,Bike,4.6,18323,1,Male,49
3027,Tejas Mukhopadhyay,9552175049,16,2026-02-19,Bike,3.8,4419,0,Male,26
3028,Zarna Desai,9988727544,30,2022-10-09,Bike,4.9,19155,0,Female,23
3029,Aahana Sankar,9185069298,46,2025-07-17,Bike,4.9,4438,1,Female,21
3030,Zansi Sankaran,9400672466,4,2023-04-15,Scooter,4.7,13652,1,Female,52
3031,Krisha Gaba,9143031839,47,2023-08-07,Bike,4.7,15706,1,Female,38
3032,Aishani Brar,9118406548,27,2026-02-02,Bike,4.4,19784,0,Female,34
3033,Onveer Virk,9755245296,25,2022-06-15,Scooter,4.5,7551,1,Male,27
3034,Bishakha Malhotra,9369745783,41,2024-04-07,Bike,4.0,2200,0,Female,27
3035,Varsha Iyengar,9871355669,39,2025-03-29,Bike,4.7,19267,1,Female,42
3036,Ishani Pant,9864178256,49,2021-12-15,Bicycle,3.9,8446,0,Female,33
3037,Dayamai Sankaran,9246947629,16,2023-03-26,Bicycle,3.8,18889,0,Female,29
3038,Lucky Devan,9685179736,9,2025-08-29,Bike,3.6,1644,0,Male,51
3039,Chandani Agrawal,9271909520,33,2023-03-01,Bike,3.9,11459,1,Female,21
3040,Fariq Chaudhuri,9215190456,30,2023-01-09,Bike,4.8,15983,1,Male,20
3041,Krishna Sahni,9220165663,39,2023-07-28,Bike,4.0,19359,1,Male,40
3042,Patrick Bansal,9824326253,39,2026-02-22,Scooter,4.6,3684,1,Male,24
3043,Lakshit Atwal,9307559841,12,2023-11-23,Bike,4.9,12807,1,Male,33
3044,Azaan Dhaliwal,9484350745,36,2021-09-08,Scooter,3.8,803,1,Male,36
3045,Jatin Gour,9809997024,10,2023-11-11,Bike,4.1,12449,1,Male,34
3046,Nidhi Jain,9109077182,13,2023-07-28,Bike,4.6,149,0,Female,30
3047,Kavya Dayal,9773765547,19,2024-12-13,Scooter,4.2,706,1,Female,50
3048,Urvashi Datta,9757355481,33,2024-01-07,Bicycle,4.4,10932,0,Female,35
3049,Chasmum Gole,9666153939,2,2022-08-26,Bike,3.5,12361,1,Female,50
3050,Hemal Shere,9021501343,5,2023-09-09,Bicycle,4.6,10363,0,Female,46
3051,Urmi Dugar,9798958247,17,2025-08-04,Bicycle,4.6,6052,1,Female,45
3052,Hritik Boase,9299037191,11,2022-10-28,Bicycle,4.6,13669,0,Male,35
3053,Oscar Kibe,9955714211,29,2025-02-24,Scooter,4.2,5686,0,Male,40
3054,Gaurang Bandi,9659100443,2,2024-11-30,Scooter,3.6,13186,1,Male,52
3055,Hritik Ramanathan,9444329691,10,2023-09-19,Bicycle,3.7,12187,0,Male,27
3056,Gaurangi Amble,9072276835,8,2022-11-26,Bike,4.0,13551,0,Female,20
3057,Arjun Tripathi,9785710933,38,2026-02-28,Scooter,4.0,19156,1,Male,32
3058,Janani Baral,9009006325,16,2025-12-10,Scooter,4.5,5151,1,Female,29
3059,Vyanjana Sehgal,9546586172,43,2026-04-08,Bike,3.6,12452,0,Female,39
3060,Vedhika Bala,9344633246,40,2024-07-28,Bicycle,3.5,18162,1,Female,24
3061,Lucky Bhattacharyya,9546351757,14,2023-04-20,Bicycle,3.7,17739,0,Male,20
3062,Bhavna Varma,9517696595,37,2026-07-01,Bicycle,4.8,7454,0,Female,22
3063,Nihal Sabharwal,9003375229,12,2024-12-04,Bike,3.6,5765,0,Male,41
3064,Yauvani Kunda,9210922251,33,2023-10-29,Bicycle,4.9,3791,1,Female,52
3065,Patrick Srinivasan,9953723766,28,2021-12-13,Bicycle,4.1,16467,1,Male,37
3066,Bakhshi Mane,9264302970,7,2026-03-15,Bicycle,3.7,10805,1,Male,53
3067,Imaran Sur,9229821093,25,2024-08-22,Scooter,5.0,4476,0,Male,20
3068,Nimrat Gupta,9922950149,12,2024-12-01,Bicycle,4.9,16412,1,Female,51
3069,Leena Bal,9769539087,16,2026-02-23,Scooter,4.3,12804,1,Female,36
3070,Nandini Tara,9679007824,48,2024-02-23,Scooter,4.7,3991,1,Female,26
3071,Tanveer Ramanathan,9694836094,19,2023-05-10,Bicycle,3.8,4717,1,Male,27
3072,Zayyan Dutt,9508559256,5,2022-12-21,Bike,3.8,10115,0,Male,20
3073,Hiral Purohit,9692325727,11,2023-08-26,Bicycle,3.9,7209,0,Female,36
3074,Triveni Zachariah,9927047233,33,2023-09-21,Bicycle,4.7,3767,0,Female,48
3075,Upasna Saha,9610514961,10,2026-03-20,Scooter,4.4,19566,1,Female,54
3076,Ranbir Varghese,9628868879,42,2023-01-03,Bike,4.3,6626,0,Male,53
3077,Jeremiah Kumar,9039518695,4,2025-02-10,Bike,4.8,13936,1,Male,19
3078,Ishwar Mistry,9408833183,46,2026-03-13,Bike,3.6,11497,0,Male,28
3079,Divya Rana,9934769123,13,2025-10-07,Bicycle,4.1,3257,0,Female,38
3080,Jatin Agate,9122016318,21,2024-09-08,Bike,3.9,17449,0,Male,53
3081,Alexander Ahuja,9239152313,23,2023-08-18,Bicycle,4.5,13794,0,Male,54
3082,Ikbal Bhavsar,9409821270,4,2023-02-16,Scooter,4.1,14262,0,Male,47
3083,Divya Sandhu,9720129590,16,2023-08-25,Bike,3.8,18312,0,Female,50
3084,Vasatika Sunder,9569000191,44,2025-07-03,Bike,3.8,15948,1,Female,23
3085,Pavani Kala,9244834387,41,2022-07-14,Bike,4.8,17871,1,Female,29
3086,Bina Munshi,9474691170,30,2026-04-07,Bike,3.9,18192,1,Female,24
3087,Abdul Deol,9728204009,5,2023-08-02,Bike,3.7,16675,0,Male,30
3088,Harrison Mandal,9912321600,46,2024-10-02,Bicycle,3.7,17813,0,Male,40
3089,Gaurav Lanka,9183252762,30,2024-08-20,Bicycle,4.4,2174,1,Male,38
3090,Ansh Gade,9131167954,26,2022-12-22,Scooter,4.2,3212,0,Male,45
3091,Geetika Raju,9701167811,38,2025-04-01,Bike,3.5,17736,0,Female,35
3092,Samesh Deshmukh,9902515386,50,2023-10-01,Bike,4.4,15405,1,Male,44
3093,Tarak Savant,9302209941,30,2025-09-04,Bicycle,4.5,11645,1,Male,55
3094,Hemang Bajaj,9405319841,35,2022-01-30,Bicycle,3.9,16401,0,Male,19
3095,Akshay Sem,9550848528,45,2024-01-16,Scooter,4.1,13182,1,Male,28
3096,Wishi Sekhon,9037846797,37,2021-12-26,Bike,3.7,14787,0,Female,37
3097,Ishaan Bajwa,9764405835,22,2024-05-09,Scooter,3.8,9040,1,Male,18
3098,Chaman Tank,9272797328,48,2023-02-28,Scooter,4.8,19083,0,Female,46
3099,Dhriti Keer,9205112134,41,2021-10-20,Scooter,3.7,13600,1,Female,55
3100,Indira Rajagopal,9801990502,5,2024-02-21,Scooter,4.4,13087,1,Female,19
3101,Sai Murty,9117471170,36,2024-11-27,Bicycle,4.2,16419,1,Male,53
3102,Qushi Sarraf,9968863124,44,2022-01-16,Bicycle,4.8,9413,1,Female,35
3103,Advik Morar,9481388190,33,2022-08-16,Bike,4.7,16617,1,Male,25
3104,Mahika Nayak,9676776195,30,2022-08-31,Bike,3.9,15118,1,Female,31
3105,Sudiksha Balakrishnan,9170921764,47,2024-05-19,Bicycle,4.3,17572,0,Female,42
3106,Warhi Shukla,9022380453,50,2024-02-29,Bicycle,4.3,8790,1,Female,38
3107,Zayyan Gaba,9772532095,39,2023-02-13,Bike,4.5,16967,1,Male,18
3108,Zaitra Som,9358727299,11,2023-03-08,Bike,4.8,1128,0,Female,43
3109,Omkaar Sodhi,9024093986,30,2025-03-03,Bike,4.1,9598,0,Male,19
3110,Mitesh Rajagopalan,9484427398,18,2023-07-18,Bicycle,4.8,11849,0,Male,32
3111,Ronith Palan,9239188676,36,2022-12-23,Bicycle,4.4,6324,0,Male,39
3112,Vritti Kothari,9533406201,20,2025-01-22,Bicycle,4.7,18157,0,Female,48
3113,Indali Korpal,9401421563,48,2023-09-27,Bike,4.3,13731,0,Female,18
3114,Gaurang Sagar,9362886233,29,2024-08-31,Scooter,4.9,1648,0,Male,31
3115,Amol Mander,9445514344,44,2022-10-26,Scooter,4.6,13315,0,Male,55
3116,Brinda Cheema,9754944957,42,2024-01-09,Bike,3.5,11812,1,Female,36
3117,Banjeet Wali,9424638151,36,2022-12-09,Scooter,4.7,6377,1,Male,52
3118,Divya Reddy,9479246429,28,2025-10-29,Scooter,4.4,16570,1,Female,19
3119,Gabriel Kulkarni,9735399875,34,2026-05-31,Scooter,3.7,1244,0,Male,25
3120,Pranit Khatri,9007514518,28,2023-06-10,Scooter,4.8,4126,0,Male,32
3121,Wakeeta Goel,9305782453,19,2022-03-19,Scooter,4.9,8359,0,Female,20
3122,Yashasvi Chand,9246437862,31,2024-03-10,Scooter,4.5,13926,1,Female,41
3123,Arjun Bobal,9460669610,20,2024-10-11,Bike,4.1,4230,0,Male,38
3124,Keya Sehgal,9491218790,40,2024-11-05,Bicycle,4.2,15752,0,Female,38
3125,Aarna Samra,9147159011,50,2022-12-19,Bike,3.8,6024,0,Female,18
3126,Aadhya Dewan,9316004027,16,2022-12-20,Bike,4.9,9763,1,Female,19
3127,Yashodhara Karan,9212086149,32,2026-03-24,Scooter,4.2,12840,1,Female,52
3128,Ekta Prabhu,9079669978,44,2023-10-15,Scooter,4.1,7401,1,Female,38
3129,Amol Bhatia,9141442460,7,2025-08-11,Bike,4.3,10341,0,Male,49
3130,Yash Gara,9386159528,9,2024-04-21,Scooter,4.0,11493,0,Male,24
3131,Vedant Naik,9763798293,45,2021-10-23,Bicycle,3.6,8263,1,Male,26
3132,Naksh Tara,9797983676,6,2021-09-13,Bike,4.9,15576,0,Male,27
3133,Nimrat Chaudhry,9059394815,32,2021-08-08,Bike,4.1,8970,0,Female,40
3134,Jyoti Bhalla,9356028586,46,2024-10-28,Bicycle,4.0,10740,0,Female,29
3135,Advika Saini,9354760751,11,2023-01-09,Bicycle,4.8,4685,1,Female,24
3136,Barkha Chakrabarti,9842622644,8,2022-06-13,Bicycle,4.0,12166,0,Female,46
3137,Dhruv Mall,9594085935,4,2025-01-05,Scooter,4.9,17437,0,Male,41
3138,Kavya Nayar,9243779507,39,2025-02-11,Bike,3.9,14980,1,Female,35
3139,Ojasvi Shanker,9374852512,15,2023-01-06,Scooter,4.5,11785,0,Female,37
3140,Mohini Saini,9790175227,34,2023-01-21,Bicycle,4.6,9792,0,Female,47
3141,Tanish Narang,9239674999,23,2022-01-05,Bicycle,4.0,18813,1,Male,30
3142,Bhanumati Kapur,9854070084,19,2022-04-30,Bicycle,3.8,11023,0,Female,49
3143,Benjamin Dave,9426957538,15,2024-06-18,Bike,3.7,7235,1,Male,23
3144,Harrison Subramaniam,9635294614,45,2022-09-05,Bike,3.9,17177,0,Male,45
3145,Fiyaz Bains,9408520633,33,2023-10-22,Scooter,4.3,5837,0,Male,40
3146,Balvan Biswas,9897873728,31,2023-02-03,Bicycle,4.2,415,1,Male,53
3147,Priya Gulati,9380419171,12,2024-11-01,Scooter,4.5,10371,0,Female,25
3148,Krisha Jain,9308544184,45,2023-09-10,Scooter,4.1,7069,1,Female,32
3149,Upasna Bhagat,9209313788,33,2021-12-22,Bike,3.7,18598,0,Female,40
3150,Bhavna Balay,9936767777,44,2023-08-11,Scooter,3.8,9249,1,Female,49
3151,Onveer Shan,9645545903,48,2023-09-11,Scooter,4.2,12515,0,Male,55
3152,Oni Krishna,9351102693,38,2026-06-13,Bike,5.0,7455,0,Female,43
3153,Quincy Jha,9308923331,38,2023-04-26,Bicycle,4.4,12423,1,Male,34
3154,Bhavya Mukhopadhyay,9855070264,4,2021-09-17,Bicycle,4.4,19296,0,Female,20
3155,Ekapad Sami,9067415144,4,2025-11-17,Bicycle,4.4,11250,1,Male,32
3156,Tejas Dugar,9164834279,35,2025-06-04,Bike,4.7,11253,0,Male,24
3157,Avi Ghosh,9940695725,35,2022-12-29,Bicycle,4.1,17207,1,Male,36
3158,Farhan Karnik,9589377125,42,2026-03-18,Scooter,4.1,16962,1,Male,47
3159,Libni Wali,9891994951,29,2024-10-31,Bike,4.3,12254,1,Female,39
3160,Bhavna Majumdar,9564464523,49,2026-07-14,Bicycle,3.7,17084,0,Female,55
3161,Alexander Kuruvilla,9152428678,12,2024-09-03,Bike,3.6,19230,1,Male,52
3162,Joshua Tak,9018977950,9,2022-08-18,Scooter,4.3,6245,1,Male,23
3163,Riya Seth,9093672502,1,2025-11-06,Scooter,4.6,17438,1,Female,34
3164,Barkha Mukherjee,9177073460,7,2023-09-05,Scooter,4.7,6853,1,Female,49
3165,Samuel Chaudhari,9340799216,34,2023-11-06,Scooter,5.0,3534,0,Male,29
3166,Wridesh Naik,9275428328,41,2024-12-18,Bike,3.8,16575,1,Male,45
3167,Zayan Nigam,9150668815,50,2024-08-13,Bike,4.4,16211,0,Male,35
3168,Dayamai Nair,9566166894,37,2021-12-07,Bike,4.8,842,0,Female,24
3169,Ucchal Khare,9646059551,30,2025-01-30,Bicycle,3.6,10442,0,Female,53
3170,Bimala Kanda,9395632245,28,2022-03-14,Bicycle,3.8,12344,0,Female,38
3171,Rachit Rana,9961921269,49,2025-05-27,Bicycle,4.2,489,1,Male,30
3172,Rishi Sunder,9848798963,44,2022-04-16,Scooter,3.5,4082,0,Male,54
3173,Isaac Bhardwaj,9527043692,38,2023-02-06,Bike,3.5,17553,0,Male,54
3174,Chaaya Sami,9423012746,20,2026-07-21,Bike,4.5,10426,1,Female,25
3175,Christopher Sura,9631919863,47,2025-07-14,Scooter,3.6,2035,1,Male,52
3176,Pratyush Pal,9360622306,33,2023-03-03,Bicycle,3.7,9386,1,Male,21
3177,Sathvik Singhal,9357756942,20,2025-12-30,Bike,4.6,6869,1,Male,22
3178,Bhavini Agarwal,9400327303,45,2022-08-26,Bicycle,4.2,12522,1,Female,26
3179,Zaitra Ghosh,9746352356,6,2022-04-03,Bike,4.5,16800,1,Female,54
3180,Faqid Arya,9380695862,14,2022-02-19,Scooter,3.9,2077,0,Male,39
3181,Irya Bhatt,9112817790,49,2023-05-06,Scooter,3.6,9664,1,Female,33
3182,Simon Rajan,9636947281,42,2023-08-30,Scooter,4.8,12406,0,Male,55
3183,Triya Narain,9984503379,37,2021-12-26,Bike,4.0,3890,0,Female,42
3184,Maya Balasubramanian,9375353132,16,2023-09-13,Scooter,4.9,1495,0,Female,50
3185,Dev Sem,9567195030,31,2024-09-14,Scooter,3.8,1023,0,Male,52
3186,Yamini Sha,9807126524,50,2024-01-19,Bicycle,4.1,253,1,Female,33
3187,Yamini Parekh,9298388201,12,2024-05-10,Bicycle,3.6,8452,1,Female,22
3188,Manya Sibal,9776491361,5,2025-01-14,Bike,4.8,15233,1,Female,31
3189,Urvi Sachdev,9528226195,35,2023-11-08,Bicycle,4.9,13521,1,Female,20
3190,Ekaja Mody,9849434577,8,2025-01-17,Bike,3.8,18457,0,Female,26
3191,Brinda Khanna,9886550091,14,2024-09-09,Bike,3.9,16045,1,Female,31
3192,Sudiksha Sawhney,9832395936,9,2021-09-11,Bicycle,4.8,8727,1,Female,35
3193,Meghana Chahal,9270661853,8,2025-01-19,Bicycle,4.6,7633,1,Female,31
3194,Yatin Warrior,9072020338,37,2026-03-28,Scooter,4.4,1571,1,Male,49
3195,Bhavna Dugar,9099667637,17,2022-12-17,Bicycle,4.6,19984,0,Female,54
3196,Harish Sawhney,9344836567,12,2021-07-28,Bicycle,4.3,9216,1,Male,35
3197,Daksha Agate,9565743967,49,2025-08-20,Scooter,3.7,7870,1,Female,52
3198,Nitara Lad,9673931649,9,2021-08-12,Scooter,3.7,8812,0,Female,19
3199,Lopa Sandal,9887305886,36,2026-02-08,Bicycle,5.0,3562,1,Female,35
3200,Ayush Dyal,9531292662,13,2024-04-03,Scooter,4.9,19454,0,Male,50
3201,Yachana Trivedi,9009580401,14,2024-01-25,Bicycle,4.2,11868,0,Female,32
3202,Darsh Mutti,9970001900,26,2025-05-26,Scooter,4.6,14829,0,Male,34
3203,Zehaan Nagarajan,9467347436,15,2026-06-08,Bicycle,3.5,508,0,Male,40
3204,Amol Majumdar,9131985967,33,2022-02-21,Bicycle,4.8,859,0,Male,52
3205,Ekbal Chopra,9305428425,26,2022-02-21,Bike,4.0,5567,0,Male,34
3206,Caleb Barman,9359409429,42,2023-12-21,Bike,4.8,7723,0,Male,20
3207,Hemangini Murthy,9979990323,29,2026-04-24,Scooter,3.7,8899,1,Female,22
3208,Shaurya Sidhu,9660628951,4,2023-04-14,Bicycle,4.5,19484,1,Male,24
3209,Abhiram Kala,9997838744,11,2023-03-22,Scooter,4.1,7970,0,Male,21
3210,Zarna Chaudhry,9836329397,46,2021-08-21,Bicycle,4.0,4833,0,Female,35
3211,Sanya Raja,9382071548,2,2022-03-31,Bicycle,4.6,18385,1,Female,27
3212,Dhriti Kapadia,9311786057,17,2025-05-21,Bicycle,4.1,6107,0,Female,41
3213,Upkaar Tak,9192889203,32,2022-01-25,Scooter,4.7,6179,1,Male,18
3214,Zilmil Sawhney,9574058923,45,2021-09-04,Bicycle,4.5,5748,1,Female,24
3215,Sathvik Arya,9677871924,35,2025-07-31,Bicycle,3.6,6405,1,Male,42
3216,Saanvi Naik,9571364967,7,2023-10-07,Bicycle,4.1,1746,1,Female,18
3217,Champak More,9537525744,35,2025-12-22,Scooter,4.2,5665,0,Male,27
3218,Neel Dewan,9699018511,3,2022-07-09,Bicycle,4.0,7847,1,Male,44
3219,Tarak Soni,9338515764,5,2025-02-21,Bicycle,4.0,13510,0,Male,18
3220,Anita Pillay,9068098383,30,2022-02-21,Scooter,4.4,1083,0,Female,24
3221,Leela Saraf,9502758603,16,2024-02-10,Bike,4.0,18551,0,Female,19
3222,Riya Jain,9338923495,14,2022-09-29,Bicycle,4.2,6309,0,Female,46
3223,Naveen Seth,9051557826,11,2023-03-15,Bike,3.7,17812,1,Male,54
3224,Harrison Ganesan,9427161862,48,2025-11-30,Bicycle,4.2,2576,1,Male,49
3225,Vihaan Krishna,9762370385,12,2023-12-10,Bike,3.5,8419,1,Male,35
3226,Vamakshi Goyal,9681931922,8,2026-06-06,Scooter,3.7,5578,0,Female,48
3227,Chakradev Gill,9328062539,30,2023-09-12,Scooter,4.0,13438,0,Male,27
3228,Zashil Patel,9455418925,49,2026-02-23,Scooter,3.9,4417,0,Male,41
3229,Brijesh Lal,9003563032,6,2025-11-11,Bicycle,4.1,4820,1,Male,29
3230,Tanveer Soman,9354904798,38,2024-10-19,Scooter,4.6,4750,0,Male,55
3231,Vaishnavi Chaudhry,9689621325,20,2022-01-27,Bicycle,4.7,15647,0,Female,42
3232,Gabriel Zacharia,9685643476,14,2021-12-30,Bicycle,3.8,11671,1,Male,24
3233,Henry Bahri,9925872894,9,2024-12-04,Scooter,4.1,15357,1,Male,53
3234,Hredhaan Ramaswamy,9316330846,44,2021-12-03,Bike,3.9,11403,1,Male,55
3235,Vrinda Dugar,9628033649,8,2021-12-25,Scooter,3.6,3565,0,Female,54
3236,Zaid Manda,9911634303,21,2022-05-17,Bicycle,4.4,3079,0,Male,45
3237,Chavvi Rama,9636622845,49,2024-04-09,Bicycle,3.9,19978,1,Female,34
3238,Bina Mannan,9085796229,36,2024-07-23,Scooter,4.7,16932,1,Female,26
3239,Charles Agarwal,9848610660,30,2022-01-28,Scooter,5.0,416,1,Male,37
